Filename,Labels,Notes
EA_PP-11031529_21040-3 Loft extension. 22 Westfields Rd W3 (PROPOSED).pdf,"['Proposed 1FL','Proposed GFL','Proposed RP','Proposed NE','Proposed RRE','Proposed WE','Proposed RP','Proposed FRE','Proposed EE','Proposed SDE','Proposed Section']",
EA_PP-11033105_203 loft plan.pdf,['Proposed Loft'],
EA_PP-11033444_NH04 PROPOSED SITE AND GROUND FLOOR PLANS.pdf,"['Proposed SP','Proposed GFL']",
EA_PP-11033444_NH05 PROPOSED FLOOR PLANS AND SECTION.pdf,"['Proposed 1FL','Proposed RP','Proposed Section']",
EA_PP-11034320_91 Ealing Park Gardens - Proposed - Sheet - EPG-R00-PR-102 - PROPOSED FLOOR PLANS-min.pdf,"['Proposed GFL','Proposed 1FL']",
EA_PP-11034320_91 Ealing Park Gardens - Proposed - Sheet - EPG-R00-PR-103 - PROPOSED FLOOR PLANS-min.pdf,"['Proposed RP','Proposed Loft']",
EA_PP-11034641_91 Ealing Park Gardens - Proposed - Sheet - EPG-R00-PR-102 - PROPOSED FLOOR PLANS-min.pdf,"['Proposed GFL','Proposed 1FL']",
EA_PP-11034641_91 Ealing Park Gardens - Proposed - Sheet - EPG-R00-PR-103 - PROPOSED FLOOR PLANS-min.pdf,['Proposed RP'],
EA_PP-11035433_A204 Proposed Second Floor Plan Dims.pdf,['Proposed 2FL'],
EA_PP-11039240_1403-04E Proposed Plans.pdf,"['Proposed BaseP','Proposed GFL']",
EA_PP-11041707_5_FLOOR PLAN_PROPOSED_50.pdf,['Proposed GFL'],
EA_PP-11042319_RUSR40- PL- 02.pdf,"['Proposed SDE','Proposed RRE','Proposed GFL','Proposed 1FL','Proposed Loft','Proposed RP','Proposed Section']",
EA_PP-11045821_31 St - Sheet - JA-R00-PR-102 - PROPOSED FLOOR PLANS.pdf,"['Proposed GFL','Proposed 1FL']",
EA_PP-11045821_31 St - Sheet - JA-R00-PR-103 - PROPOSED FLOOR PLANS.pdf,"['Proposed Loft','Proposed RP']",
EA_PP-11045997_31 St - Sheet - JA-R00-PR-102 - PROPOSED FLOOR PLANS.pdf,"['Proposed GFL','Proposed 1FL']",
EA_PP-11045997_31 St - Sheet - JA-R00-PR-103 - PROPOSED FLOOR PLANS.pdf,"['Proposed RP','Proposed Loft']",
PRESTON_PP-10534444_2399-CAL-0110_S4-P3 Proposed Floor Plans.pdf,"['Proposed GFL','Proposed 1FL','Proposed RP']",
PRESTON_PP-10534444_2399-CAL-0120_S4-P3 Proposed Site Plan.pdf,['Proposed SP'],
PRESTON_PP-11002091_011 - Proposed SIP Floor Plan - Rev A.pdf,"['Proposed GFL','Proposed 1FL']",
PRESTON_PP-11003965_CH_103-SK02 - PROPOSED FLOOR PLAN.pdf,,scanned image
PRESTON_PP-11003965_CH_103-SK03 - PROPOSED FLOOR PLAN.pdf,,scanned image
PRESTON_PP-11004624_Proposed Layout BW.pdf,['Proposed SP'],
PRESTON_PP-11005490_TS8438 - 2 Singleton Way Proposed Plans and Elevations 02 REV E.pdf,"['Proposed SDE','Proposed FRE','Proposed RRE','Proposed GFL','Proposed 1FL','Proposed SP']",
PRESTON_PP-11018869_2259 - 003 - Proposed Floor Plans.pdf,"['Proposed GFL','Proposed 1FL','Proposed Loft','Proposed RP']",
PRESTON_PP-11021808_11268 - L03 Modular Floor Plan.pdf,['Proposed GFL'],
PRESTON_PP-11022770_Pro Rev A.pdf,"['Proposed 1FL','Proposed GFL','Proposed SP']",
PRESTON_PP-11025267_2120- 02.pdf,,
PRESTON_PP-11040087_Proposed Floor Plan.pdf,"['Proposed GFL','Proposed 1FL']",
PRESTON_PP-11046285_D0182 - 104_ - Proposed Floor Plans - PLANNING.pdf,"['Proposed GFL','Proposed 1FL']",
REDBRIDGE_PP-10418822_Proposed plans.pdf,"['Proposed GFL','Proposed 1FL','Proposed Loft','Proposed RP']",
REDBRIDGE_PP-10422587_010 PROPOSED PLANS.pdf,"['Proposed GFL','Proposed 1FL']",
REDBRIDGE_PP-10457753_104-SGC-ff Extension - A103 - PROPOSED PLANS.pdf,"['Proposed 1FL','Proposed GFL','Proposed RP']",
REDBRIDGE_PP-10466401_Ryedale Court Part 2_Proposed First Floor PH2.pdf,['Proposed 1FL'],
REDBRIDGE_PP-10466401_Ryedale Court Part 2_Proposed Ground Floor PH2.pdf,['Proposed GFL'],
REDBRIDGE_PP-10466401_Ryedale Court Part 2_Proposed Second Floor PH2.pdf,['Proposed 2FL'],
REDBRIDGE_PP-10497557_2620-11C Proposed FEB22.pdf,"['Proposed RP','Proposed SDE','Proposed GFL','Proposed RRE']",
REDBRIDGE_PP-10576807_210328-050_P1_Ground_Floor_Demolition.pdf,,
REDBRIDGE_PP-10576807_210328-100_P1_Proposed_Plans.pdf,['Proposed GFL'],
REDBRIDGE_PP-10590180_15 PROP GF.pdf,,scanned image
REDBRIDGE_PP-10590180_16 PROP FF.pdf,,scanned image
REDBRIDGE_PP-10590180_17 PROP Loft.pdf,,scanned image
REDBRIDGE_PP-10590180_18 PROP ROOF.pdf,,scanned image
REDBRIDGE_PP-11000796v1_05-1014-PLAN-200-A Proposed Ground Floor.pdf,['Proposed GFL'],
REDBRIDGE_PP-11000796v1_05-1014-PLAN-201-C Proposed First Floor Plan.pdf,['Proposed 1FL'],
REDBRIDGE_PP-11000796v1_05-1014-PLAN-202-C Proposed Loft Plan.pdf,['Proposed Loft'],
REDBRIDGE_PP-11000796v1_05-1014-PLAN-203-D Proposed Roof Plan.pdf,['Proposed RP'],
REDBRIDGE_PP-11000796_05-1014-PLAN-200-A Proposed Ground Floor.pdf,['Proposed GFL'],
REDBRIDGE_PP-11000796_05-1014-PLAN-201-C Proposed First Floor Plan.pdf,['Proposed 1FL'],
REDBRIDGE_PP-11000796_05-1014-PLAN-202-C Proposed Loft Plan.pdf,['Proposed Loft'],
REDBRIDGE_PP-11000796_05-1014-PLAN-203-D Proposed Roof Plan.pdf,['Proposed RP'],
REDBRIDGE_PP-11000926_A1.109- Proposed Basement Plan.pdf,['Proposed BaseP'],
REDBRIDGE_PP-11000926_A1.110- Proposed Ground Floor Plan.pdf,['Proposed GFL'],
REDBRIDGE_PP-11000926_A1.111-Proposed First Floor Plan.pdf,['Proposed 1FL'],
REDBRIDGE_PP-11000926_A1.112- Proposed Second Floor Plan.pdf,['Proposed 2FL'],
REDBRIDGE_PP-11001152_9 Geariesville Gardens - changes to approved plan.pdf,,scanned image
REDBRIDGE_PP-11001171_PL04.pdf,['Proposed GFL'],
REDBRIDGE_PP-11001171_PL05.pdf,['Proposed 1FL'],
REDBRIDGE_PP-11003663_WP21-04_Proposed Plans.pdf,"['Proposed 1FL','Proposed RP']",
REDBRIDGE_PP-11003878_101-EXISTING AND PROPOSED PLANS.pdf,,scanned image
REDBRIDGE_PP-11003971_P-03.pdf,['Proposed GFL'],
REDBRIDGE_PP-11004714_825 Eastern Avenue Ilford Rear Structure.pdf,,scanned image
REDBRIDGE_PP-11004883_20 GLOUCESTER ROAD E11 2ED Planning - Sheet - PL 120 - PROPOSED PLANS.pdf,"['Proposed GFL','Proposed RP']",
REDBRIDGE_PP-11005351_IMAGE00004.pdf,,"scanned image, hand drawn"
REDBRIDGE_PP-11006680_Plan submission plan.pdf,,scanned image
REDBRIDGE_PP-11007702_PROPOSED PLAN.pdf,"['Proposed 1FL','Proposed RP']",
REDBRIDGE_PP-11008133_PL-007.pdf,['Proposed GFL'],
REDBRIDGE_PP-11008133_PL-008.pdf,['Proposed 1FL'],
REDBRIDGE_PP-11008629_A.pdf,"['Existing GFL','Proposed GFL']",
REDBRIDGE_PP-11010366_003 PROPOSED PLANS.pdf,['Proposed GFL'],
REDBRIDGE_PP-11010982_20 proposed ground floor plan.pdf,['Proposed GFL'],
REDBRIDGE_PP-11010982_21 proposed first floor plan.pdf,['Proposed 1FL'],
REDBRIDGE_PP-11011318_211 BARLEY LANE-102.pdf,"['Proposed GFL','Proposed 1FL','Proposed 2FL']",
REDBRIDGE_PP-11011615_DWG 2 - 02-02-2022-2-PLANNING PLAN GROUND FLOOR (9 Grace Close).pdf,"['Existing GFL','Proposed GFL']",
REDBRIDGE_PP-11011891_4 Wavertree Road_P1.06_PROPOSED PLANS.pdf,"['Proposed 1FL','Proposed 2FL','Proposed RP']",
REDBRIDGE_PP-11012038_Te0318.111.pdf,"['Proposed 1FL','Proposed Loft']",
REDBRIDGE_PP-11012038_Te0318.112.pdf,['Proposed RP'],
REDBRIDGE_PP-11014418_149 Wensleydale Avenue-PL005B.pdf,['Proposed GFL'],
REDBRIDGE_PP-11014418_149 Wensleydale Avenue-PL006B.pdf,['Proposed 1FL'],
REDBRIDGE_PP-11015163_2 GROUND FLOOR PLAN.pdf,['Proposed GFL'],
REDBRIDGE_PP-11016276_3279 - 36 St.Alban's Crescent - PLANNING -PR01 - Ground Floor.pdf,['Proposed GFL'],
REDBRIDGE_PP-11018762_20 VIRGINIA GARDENS-102.pdf,"['Proposed 1FL','Proposed Loft']",
REDBRIDGE_PP-11018964_PL03-PROPOSED GROUND FLOOR PLAN.pdf,['Proposed GFL'],
REDBRIDGE_PP-11018964_PL04-PROPOSED FIRST FLOOR PLAN.pdf,['Proposed 1FL'],
REDBRIDGE_PP-11018964_PL05 PROPOSED SECOND FLOOR PLANpdf.pdf,['Proposed Loft'],
REDBRIDGE_PP-11019076_55-BC-304.pdf,['Proposed GFL'],
REDBRIDGE_PP-11019801_22 - 1005 - HH01.pdf,"['Proposed RRE','Proposed FRE','Proposed SDE']",
REDBRIDGE_PP-11020496_03 PROPOSED GROUND FLOOR PLAN.pdf,['Proposed GFL'],
REDBRIDGE_PP-11020496_04 PROPOSED FIRST FLOOR PLAN.pdf,['Proposed 1FL'],
REDBRIDGE_PP-11022818v1_032C-VA-210-Rev 10.pdf,['Proposed GFL'],
REDBRIDGE_PP-11022818v1_032C-VA-211-Rev 09.pdf,['Proposed 1FL'],
REDBRIDGE_PP-11022818v1_032C-VA-212-Rev 09.pdf,['Proposed 2FL'],
REDBRIDGE_PP-11022818_032C-VA-210-Rev 10.pdf,['Proposed GFL'],
REDBRIDGE_PP-11022818_032C-VA-211-Rev 09.pdf,['Proposed 1FL'],
REDBRIDGE_PP-11022818_032C-VA-212-Rev 09.pdf,['Proposed 2FL'],
REDBRIDGE_PP-11023144_Plans.pdf,"['Existing GFL','Proposed GFL','Existing RRE','Proposed RRE']",
REDBRIDGE_PP-11024715_Proposed floor plan.pdf,"['Proposed GFL','Proposed 1FL','Proposed 2FL','Proposed RP']",
REDBRIDGE_PP-11025967v1_201-EXISTING AND PROPOSED PLANS.pdf,,scanned image
REDBRIDGE_PP-11025967_201-EXISTING AND PROPOSED PLANS.pdf,,scanned image
REDBRIDGE_PP-11027789_3 Proposed Plans.pdf,"['Proposed GFL','Proposed RRE','Proposed FRE']",
REDBRIDGE_PP-11029884_006 PROPOSED PLANS AND ELEVATIONS.pdf,"['Proposed 1FL','Proposed RP','Proposed RRE','Proposed SDE']",
REDBRIDGE_PP-11030459_22 Somersby Gardens Basement-XLN02 Proposed floor plans.pdf,"['Proposed GFL','Proposed BaseP','Proposed RP']",
REDBRIDGE_PP-11030800_P01.pdf,"['Proposed GFL','Proposed 1FL','Proposed SP']",
REDBRIDGE_PP-11032092_FLOOR PLANS.pdf,"['Existing BaseP','Proposed BaseP']",
REDBRIDGE_PP-11032254_Proposed Floor Plans and Elevations - Rev-A.pdf,"['Proposed RRE','Proposed SDE','Proposed 1FL','Proposed GFL']",
REDBRIDGE_PP-11032898_109.Revnone.pdf,,scanned image
REDBRIDGE_PP-11032898_110.Revnone.pdf,,scanned image
REDBRIDGE_PP-11032898_111.Revnone.pdf,,scanned image
REDBRIDGE_PP-11032898_112.Revnone.pdf,,scanned image
REDBRIDGE_PP-11033042_2 ST LEONARDS GARDENS ILFORD Proposed 6m Rear Ext.pdf,,scanned image
REDBRIDGE_PP-11033273_86-P001_GroundFloorPlanProposed.pdf,['Proposed GFL'],
REDBRIDGE_PP-11033273_86-P002_FirstFloorPlanProposed.pdf,['Proposed 1FL'],
REDBRIDGE_PP-11034974_AR1.11 Proposed Roof.pdf,['Proposed RP'],
REDBRIDGE_PP-11034974_AR1.7 Existing 1st Flr.pdf,['Existing 1FL'],
REDBRIDGE_PP-11034974_AR1.9 Proposed 2nd Flr.pdf,['Proposed 2FL'],
REDBRIDGE_PP-11035143_Proposed First Floor.pdf,['Proposed 1FL'],
REDBRIDGE_PP-11035143_Proposed Ground Floor Plan.pdf,['Proposed GFL'],
REDBRIDGE_PP-11035143_Proposed Loft Floor Plan.pdf,['Proposed Loft'],
REDBRIDGE_PP-11036722_PLAN.pdf,"['Existing GFL','Proposed GFL']",
REDBRIDGE_PP-11037433_PC-IG26DN-021-DWG-003-P03-PROPOSED OUTBUILDING GROUND FLOOR PLAN.pdf,['Proposed GFL'],
REDBRIDGE_PP-11039555_IG8 7RJ - 2 Crossway PROPOSED FIRST FLOOR.pdf,['Proposed 1FL'],
REDBRIDGE_PP-11039555_IG8 7RJ - 2 Crossway PROPOSED GROUND FLOOR.pdf,['Proposed GFL'],
REDBRIDGE_PP-11040309_191 Horns Rd-Existing And Proposed First Floor Plan.pdf,"['Existing 1FL','Proposed 1FL']",
REDBRIDGE_PP-11043937_Proposed Roof and Ground Floor Plan 1.100.pdf,"['Proposed RP','Proposed GFL']",
REDBRIDGE_PP-11045449_006 PROPOSED PLANS AND ELEVATIONS.pdf,"['Proposed 1FL','Proposed FRE','Proposed RRE','Proposed SDE']",
SALFORD_PP-11004335_1281-Ladybridge Ave Proposed.pdf,,scanned image
SALFORD_PP-11010167_22006 201.pdf,,scanned image
SALFORD_PP-11010167_22006 202.pdf,,scanned image
SALFORD_PP-11010755v1_154 Derby Road Salford HAD3288-04.pdf,"['Proposed GFL','Proposed 1FL','Proposed RP']",
SALFORD_PP-11010755_154 Derby Road Salford HAD3288-04.pdf,"['Proposed GFL','Proposed 1FL','Proposed RP']",scanned image
SALFORD_PP-11011927_1283-Worsley GC Plans.pdf,,scanned image
SALFORD_PP-11015044_LP2113_3_200_Proposed Ground + First Floor Plans.pdf,"['Proposed GFL','Proposed 1FL']",
SALFORD_PP-11015044_LP2113_3_201_Proposed Roof Plan.pdf,['Proposed RP'],
SALFORD_PP-11017648_10_000 Proposed Ground Floor Plan.pdf,,"scanned image, rotated 90deg"
SALFORD_PP-11024227_7394 - PS.05 Proposed Floor Plans.pdf,"['Proposed GFL','Proposed 1FL']",
SALFORD_PP-11024227_7394 - PS.06 Proposed Roof Plan.pdf,['Proposed RP'],
SALFORD_PP-11026855_1125-04 Proposed Ground Floor Plan.pdf,['Proposed GFL'],
SALFORD_PP-11026855_1125-05 Proposed First Floor Plan.pdf,['Proposed 1FL'],
SALFORD_PP-11027536_DA17044 - 52 Upper Park Rd - 003.2 - Proposed GA Plans and Elevations.pdf,"['Proposed FRE','Proposed SDE','Proposed RRE','Proposed GFL','Proposed 1FL','Proposed 2FL','Proposed RP']",
SALFORD_PP-11030256_13 High Bank Road_Proposed Floor Plan.pdf,"['Proposed GFL','Proposed 1FL']",
SALFORD_PP-11036522_21.165.P.100.13.B.Proposed Plans and Elevations.pdf,"['Proposed SDE','Proposed FRE','Proposed RRE']",
SALFORD_PP-11045988_ZT20-196-05 Proposed Plans and Elevations BR REV A.pdf,"['Proposed GFL','Proposed 1FL','Proposed RRE','Proposed SDE','Proposed FRE']",
STALBANS_PP-10534189_J1848 P02_EXTG_10jan22.pdf,"['Existing FRE','Existing RRE','Existing Section','Existing GFL','Existing 1FL','Existing 2FL','Existing RP']",
STALBANS_PP-10534189_J1848 P03_PROP_10jan22.pdf,"['Proposed FRE','Proposed RRE','Proposed Section','Proposed SDE','Proposed 1FL','Proposed 2FL','Proposed RP']",
STALBANS_PP-11000220_07A - 32 Kimberley Road - St.Albans - Herts - AL3 5PX - As  Proposed- Ground Floor.pdf,['Proposed GFL'],
STALBANS_PP-11000220_08 - 32 Kimberley Road - St.Albans - Herts - AL3 5PX - As Proposed  - First Floor - Copy.pdf,['Proposed 1FL'],
STALBANS_PP-11004347_1 OAKWOOD DRIVE_PL04.pdf,"['Proposed GFL','Proposed 1FL']",
STALBANS_PP-11005756_Screenshot 2022-02-01 at 13.18.32.png,,
STALBANS_PP-11008333_P1-501.pdf,,"scanned image, rotated 90deg"
STALBANS_PP-11009203_P1-601.pdf,,"scanned image, rotated 90deg"
STALBANS_PP-11009451_2164-03.pdf,['Proposed GFL'],
STALBANS_PP-11009451_2164-05.pdf,['Proposed 2FL'],
STALBANS_PP-11010374_1005.pdf,"['Proposed GFL','Proposed 1FL']",
STALBANS_PP-11010374_1006.pdf,"['Proposed 2FL','Proposed RP']",
STALBANS_PP-11014882_AIC-21072-38BFA-LE-A307-ProposedFloorPlans1-A00.pdf,"['Proposed GFL','Proposed 1FL']",
STALBANS_PP-11014882_AIC-21072-38BFA-LE-A308-ProposedFloorPlans2-A00.pdf,['Proposed RP'],
STALBANS_PP-11015010_P101.2 Proposed Plans - 21 Boundary Road.pdf,"['Proposed GFL','Proposed 1FL']",
STALBANS_PP-11015566_21-034_PL_110_Proposed Floor Plans.pdf,"['Proposed GFL','Proposed 1FL','Proposed 2FL']",
STALBANS_PP-11016569_13699_P01.pdf,['Proposed GFL'],
STALBANS_PP-11016569_13699_P02.pdf,['Proposed 1FL'],
STALBANS_PP-11016569_13699_P03.pdf,['Proposed RP'],
STALBANS_PP-11021938_23140H_101(L) Proposed Plans.pdf,"['Proposed BaseP','Proposed GFL','Proposed 1FL','Proposed 2FL','Proposed RP']",
STALBANS_PP-11021938_23140H_103(E) Ownership.pdf,"['Proposed GFL','Proposed 1FL','Proposed 2FL']",
STALBANS_PP-11023899_P01C.pdf,,scanned image
STALBANS_PP-11024468_P-20-370-003-D.pdf,,"scanned image, rotated 90deg"
STALBANS_PP-11025711_SUN_LANE_18-C200 PL05.pdf,"['Proposed GFL','Proposed 1FL']",
STALBANS_PP-11026240_2537-06 - Proposed Plans.pdf,"['Proposed GFL','Proposed 1FL','Proposed Section','Proposed FRE']",
STALBANS_PP-11027903_P-1157_G-111 Proposed Ground Floor Plan.pdf,['Proposed GFL'],
STALBANS_PP-11027903_P-1157_G-112 Proposed First Floor Plan.pdf,['Proposed 1FL'],
STALBANS_PP-11029566_SD192_110-Proposed plans.pdf,"['Proposed GFL','Proposed 1FL','Proposed RP']",
STALBANS_PP-11029997_P-1175_G-111 Proposed Ground Floor Plan.pdf,['Proposed GFL'],
STALBANS_PP-11029997_P-1175_G-112 Proposed First Floor Plan.pdf,['Proposed 1FL'],
STALBANS_PP-11029997_P-1175_G-113 Proposed Second Floor Plan.pdf,['Proposed 2FL'],
STALBANS_PP-11032557_102_PL_01_P2_AS PROPOSED upper floors.pdf,"['Proposed 2FL','Proposed RP']",
STALBANS_PP-11032557_102_PL_04_P5_AS PROPOSED lower floors.pdf,"['Proposed GFL','Proposed 1FL','Proposed BaseP']",
STALBANS_PP-11033939_1293 PL04_PROPOSED GROUND AND FIRST FLOOR PLANS.pdf,"['Proposed GFL','Proposed 1FL']",
STALBANS_PP-11033939_1293 PL05_PROPOSED SECOND FLOOR AND ROOF PLANS.pdf,"['Proposed 2FL','Proposed RP']",
STALBANS_PP-11035223_P-1152_G-111 Proposed Ground Floor Plan.pdf,['Proposed GFL'],
STALBANS_PP-11035223_P-1152_G-112 Proposed First Floor Plan.pdf,['Proposed 1FL'],
STALBANS_PP-11035223_P-1152_G-113 Proposed Second Floor Plan.pdf,['Proposed 2FL'],
STALBANS_PP-11036860_22 - 138 - 2 Plan and Elevations.pdf,"['Proposed FRE','Proposed SDE','Proposed RRE','Proposed GFL']",
STALBANS_PP-11040850_PL002A - Proposed floor plan.pdf,['Proposed GFL'],
