Filename,Labels,Notes
EA_PP-11027288_9 Montgolfier Walk Northolt UB5 - AE-DR-00-00-00-07-00-0010 A1 - Existing Planning Elevations.pdf,,
EA_PP-11030611_SCN_0343.pdf,,
EA_PP-11030634_MixedCombinedPlans_included_in_SiteBlockPlanProposed.pdf,,
EA_PP-11032845_RE DRAFT PLANS AND ELEVATIONS.pdf,"['Proposed FRE','Proposed RRE','Proposed SDE','Proposed EE','Proposed WE','Proposed RP','Proposed SP']",
EA_PP-11033318_EW202200009 120 Elthorne Avenue W7 2JW (Reynolds) v2.pdf,"['Existing GFL','Proposed GFL','Existing 1FL','Proposed 1FL','Existing Loft','Proposed Loft','Existing RP','Proposed RP','Existing FRE','Proposed FRE','Existing RRE','Proposed RRE','Existing SDE','Proposed SDE','Existing Section','Proposed Section']",
EA_PP-11040159_VP.UB5.505.pdf,"['Existing SDE','Proposed SDE','Existing FRE','Proposed FRE','Existing RRE','Proposed RRE','Existing SDE','Proposed SDE','Existing GFL','Proposed GFL','Existing 1FL','Proposed 1FL']",
EA_PP-11042206_211202_220214_2 Doncaster Dr_PS_211202-02-P2.pdf,"['Proposed FRE','Existing FRE','Proposed SDE','Existing SDE','Proposed RRE','Existing RRE','Existing GFL','Existing 1FL','Existing RP']",
PRESTON_PP-10530129v1_PAGE 2.pdf,"['Existing GFL','Existing 1FL','Proposed GFL','Proposed 1FL']",
PRESTON_PP-10530129v1_Page 3.pdf,"['Existing FRE','Existing SDE','Existing RRE']",
PRESTON_PP-10530129v1_PAGE 4.pdf,"['Proposed FRE','Proposed SDE','Proposed RRE']",
PRESTON_PP-10530129_PAGE 2 revised.pdf,"['Existing GFL','Existing 1FL','Proposed GFL','Proposed 1FL']",
PRESTON_PP-10530129_PAGE 2.pdf,"['Existing GFL','Existing 1FL','Proposed GFL','Proposed 1FL']",
PRESTON_PP-10530129_Page 3.pdf,"['Existing FRE','Existing SDE','Existing RRE']",
PRESTON_PP-10530129_PAGE 4.pdf,"['Proposed FRE','Proposed SDE','Proposed RRE']",
PRESTON_PP-10530129_PAGE 5.pdf,"['Existing RP','Proposed RP']",
PRESTON_PP-10530129_PAGE 6.pdf,"['Proposed FRE','Proposed SDE','Proposed RRE']",
PRESTON_PP-11002109_toft geoff brec-Model-extension.pdf,"['Existing NE','Existing SE','Existing EE','Proposed NE','Proposed SE','Proposed EE','Existing SP']",
PRESTON_PP-11006867_2108 EX03 plans and elevations.pdf,"['Existing WE','Existing SE','Existing NE','Existing EE','Existing GFL','Existing 1FL']",
PRESTON_PP-11023897_2021199.101_Existing Elevations and 3D.pdf,"['Existing SE','Existing EE','Existing NE','Existing WE']",
PRESTON_PP-11023897_2021199.G101.A.1.pdf,"['Proposed GFL','Proposed RP']",
PRESTON_PP-11023897_2021199.G102.A.1.pdf,"['Proposed NE','Proposed SE','Proposed WE','Proposed EE']",
PRESTON_PP-11023897_2021199.G103.A.1.pdf,,
PRESTON_PP-11023897_2021199.G104.A.1.pdf,,
PRESTON_PP-11023897_2021199.G105.A.1.pdf,,
PRESTON_PP-11024078v1_2268 - 7 Manor Avenue Existing.pdf,"['Existing RRE','Existing SDE','Existing FRE','Existing GFL','Existing 1FL','Existing RP']",
PRESTON_PP-11024078v1_2268 - 7 Manor Avenue Maps And Boundaries.pdf,,
PRESTON_PP-11024078v1_2268 - 7 Manor Avenue Proposed.pdf,"['Proposed RRE','Proposed SDE','Proposed FRE','Proposed GFL','Proposed 1FL','Proposed RP']",
PRESTON_PP-11024078_2268 - 7 Manor Avenue Existing.pdf,"['Existing RRE','Existing SDE','Existing FRE','Existing GFL','Existing 1FL','Existing RP']",
PRESTON_PP-11024078_2268 - 7 Manor Avenue Maps And Boundaries.pdf,,
PRESTON_PP-11024078_2268 - 7 Manor Avenue Proposed.pdf,"['Proposed RRE','Proposed SDE','Proposed FRE','Proposed GFL','Proposed 1FL','Proposed RP']",
PRESTON_PP-11025267_2120- 03.pdf,"['Proposed FRE','Proposed SDE','Proposed RRE','Proposed Section','Proposed RP']",
PRESTON_PP-11029623_1006 Proposed MUGA Details.pdf,,
PRESTON_PP-11032299_2269 - 241 Brockholes View Existing.pdf,"['Existing RRE','Existing SDE','Existing GFL','Existing RP','Existing SP']",
PRESTON_PP-11032299_2269 - 241 Brockholes View Proposed.pdf,"['Proposed RRE','Proposed SDE','Proposed GFL','Proposed RP','Proposed BP']",
REDBRIDGE_PP-10409198_3705 02 Existing Drawings.pdf,"['Existing FRE','Existing SDE','Existing GFL','Existing 1FL','Existing RRE','Existing Section']",
REDBRIDGE_PP-10409198_3705 20 Proposed Site and Ground Floor Plan and Section.pdf,"['Proposed Section','Proposed GFL']",
REDBRIDGE_PP-10409198_3705 21A Proposed First Floor Plan and Front Elevation.pdf,"['Proposed 1FL','Proposed FRE']",
REDBRIDGE_PP-10409198_3705 22A Proposed Second Floor Plan Section and Rear Elevation.pdf,"['Proposed Section','Proposed 2FL','Proposed RRE']",
REDBRIDGE_PP-10457753_104-SGC-ff Extension - A101 - EXISTING ELEVATIONS.pdf,"['Existing FRE','Existing RRE','Existing SDE']",
REDBRIDGE_PP-10457753_104-SGC-ff Extension - A102 - EXISTING & PROPOSED SECTIONS.pdf,"['Existing Section','Proposed Section']",
REDBRIDGE_PP-10457753_104-SGC-ff Extension - A104 - PROPOSED ELEVATIONS.pdf,"['Proposed FRE','Proposed RRE','Proposed SDE']",
REDBRIDGE_PP-11000803_A01.pdf,"['Proposed GFL','Proposed 1FL','Proposed RP','Existing FRE','Proposed FRE','Existing GFL','Existing 1FL','Existing RP','Existing SDE','Proposed SDE','Existing RRE','Proposed RRE']",
REDBRIDGE_PP-11003957_289 Roding Lane North_Existing plans.pdf,"['Existing FRE','Existing RRE','Existing SDE','Existing GFL','Existing RP']",
REDBRIDGE_PP-11003957_PROPOSED 6m EXTENSION plans and elevations.pdf,"['Proposed SDE','Proposed FRE','Proposed RRE','Proposed GFL','Proposed RP']",
REDBRIDGE_PP-11004081v1_EXISTING plans and Elevations.pdf,"['Existing FRE','Existing RRE','Existing SDE','Existing GFL','Existing 1FL','Existing Loft','Existing RP']",
REDBRIDGE_PP-11004081v1_PROPOSED Floor plans.pdf,"['Proposed GFL','Proposed 1FL','Proposed RP']",
REDBRIDGE_PP-11004081v1_PROPOSED_Elevation and Section.pdf,"['Proposed SDE','Proposed RRE','Proposed FRE','Proposed Section']",
REDBRIDGE_PP-11004081_EXISTING plans and Elevations.pdf,"['Existing FRE','Existing RRE','Existing SDE','Existing GFL','Existing 1FL','Existing Loft','Existing RP']",
REDBRIDGE_PP-11004081_PROPOSED Floor plans.pdf,"['Proposed GFL','Proposed 1FL','Proposed RP']",
REDBRIDGE_PP-11004081_PROPOSED_Elevation and Section.pdf,"['Proposed SDE','Proposed RRE','Proposed FRE','Proposed Section']",
REDBRIDGE_PP-11007804_elevations.png,,
REDBRIDGE_PP-11007804_floorplan.png,,
REDBRIDGE_PP-11007992_22 Wensley Avenue-Two storey side extension 1416-267-01.pdf,"['Existing FRE','Proposed FRE','Existing RRE','Proposed RRE','Existing SDE','Existing WE','Proposed WE','Proposed SDE','Proposed EE','Existing GFL','Proposed GFL']",
REDBRIDGE_PP-11007992_22 Wensley Avenue-Two storey side extension 1467-267-02.pdf,"['Existing RP','Proposed RP','Existing 1FL','Proposed 1FL']",
REDBRIDGE_PP-11008133_PL-009.pdf,"['Proposed SDE','Proposed RRE']",
REDBRIDGE_PP-11009323_10.Revnone.pdf,"['Existing 1FL','Existing GFL','Existing FRE']",
REDBRIDGE_PP-11009323_110.Revnone.pdf,"['Proposed 1FL','Proposed GFL','Proposed FRE']",
REDBRIDGE_PP-11009323_120.Revnone.pdf,"['Existing Section','Proposed Section','Existing RRE','Proposed RRE','Existing SDE','Proposed SDE']",
REDBRIDGE_PP-11011891_4 Wavertree Road_P1.04_EXISTING ELEV.pdf,"['Existing FRE','Existing SDE','Existing RRE']",
REDBRIDGE_PP-11011891_4 Wavertree Road_P1.07_PROPOSED ELEV.pdf,"['Proposed FRE','Proposed SDE','Proposed RRE']",
REDBRIDGE_PP-11012038_Te0318.12.pdf,"['Existing Section','Existing RP']",
REDBRIDGE_PP-11018334_SITE AND OTHER PLANS 1.pdf,"['Existing GFL','Proposed GFL']",
REDBRIDGE_PP-11018334_SITE AND OTHER PLANS 2.pdf,"['Existing 1FL','Proposed 1FL']",
REDBRIDGE_PP-11018334_SITE AND OTHER PLANS 3.pdf,"['Existing RRE','Proposed RRE']",
REDBRIDGE_PP-11018334_SITE AND OTHER PLANS 4.pdf,"['Existing SDE','Proposed SDE']",
REDBRIDGE_PP-11018334_SITE AND OTHER PLANS 5.pdf,"['Existing SDE','Proposed SDE']",
REDBRIDGE_PP-11018334_SITE AND OTHER PLANS 6.pdf,['Existing SP'],
REDBRIDGE_PP-11018334_SITE AND OTHER PLANS 7.pdf,['Proposed SP'],
REDBRIDGE_PP-11018428_01 EXISTING FLOOR PLANS.pdf,"['Existing GFL','Existing 1FL']",
REDBRIDGE_PP-11018428_02 PROPOSED FLOOR PLANS.pdf,"['Proposed GFL','Proposed 1FL']",
REDBRIDGE_PP-11018428_03 ROOF PLANS.pdf,"['Existing RP','Proposed RP']",
REDBRIDGE_PP-11018428_04 EXISTING ELEVATIONS.pdf,"['Existing FRE','Existing RRE']",
REDBRIDGE_PP-11018428_05 EXISTING ELEVATIONS.pdf,['Existing SDE'],
REDBRIDGE_PP-11018428_06 PROPOSED ELEVATIONS.pdf,"['Proposed FRE','Proposed RRE']",
REDBRIDGE_PP-11018428_07 PROPOSED ELEVATIONS.pdf,['Proposed SDE'],
REDBRIDGE_PP-11018902_87 Bedford Road DR-003.pdf,"['Proposed GFL','Existing GFL','Existing 1FL']",
REDBRIDGE_PP-11018902_87 Bedford Road DR-004.pdf,"['Existing FRE','Existing SDE','Existing RRE','Proposed SDE','Proposed RRE']",
REDBRIDGE_PP-11020199_Stage 3a - Planning Application Drawings - CoL.pdf,"['Existing BP','Existing GFL','Existing 1FL','Existing Loft','Existing RP','Existing RRE','Existing SDE','Existing FRE','Proposed BP','Proposed GFL','Proposed 1FL','Proposed Loft','Proposed RP','Proposed FRE','Proposed SDE','Proposed RRE']",
REDBRIDGE_PP-11020496_07 EXISTING ELEVATIONS.pdf,"['Existing FRE','Existing RRE','Existing SDE']",
REDBRIDGE_PP-11020496_08 PROPOSED ELEVATIONS.pdf,"['Proposed FRE','Proposed RRE','Proposed SDE']",
REDBRIDGE_PP-11020573_MixedCombinedPlans_included_in_FloorPlanExisting.pdf,,
REDBRIDGE_PP-11023940_15 Trelawney Road Ilford Essex IG6 2NH - PA.pdf,"['Existing BP','Proposed BP','Existing GFL','Existing SDE','Existing RRE','Proposed SDE','Proposed RRE','Proposed GFL']",
REDBRIDGE_PP-11029103_2697_01_As Built Drawings.pdf,"['Existing GFL','Existing SDE','Existing RRE','Existing BP','Existing LP','Existing SP']",
REDBRIDGE_PP-11029952_CC-P-02 Existing Floor Plans and Elevations.pdf,"['Existing 1FL','Existing Loft','Existing GFL','Existing FRE','Existing RRE','Existing SDE']",
REDBRIDGE_PP-11030138_CC-P-05 Existing Ground Floor Plan and Elevations.pdf,"['Existing GFL','Existing RRE','Existing SDE','Existing FRE']",
REDBRIDGE_PP-11030138_CC-P-06 Proposed Ground Floor Plan and Elevations.pdf,"['Proposed GFL','Proposed RRE','Proposed SDE','Existing FRE']",
REDBRIDGE_PP-11031123_1868 Ground floor application drawings.pdf,"['Existing GFL','Existing RP','Existing RRE','Existing SDE','Proposed GFL','Proposed RP','Proposed RRE','Proposed SDE']",
REDBRIDGE_PP-11032617_SITE AND OTHER PLANS 1.pdf,"['Existing GFL','Proposed GFL']",
REDBRIDGE_PP-11032617_SITE AND OTHER PLANS 10.pdf,"['Existing SP','Proposed SP']",
REDBRIDGE_PP-11032617_SITE AND OTHER PLANS 2.pdf,"['Existing 1FL','Proposed 1FL']",
REDBRIDGE_PP-11032617_SITE AND OTHER PLANS 3.pdf,['Proposed Loft'],
REDBRIDGE_PP-11032617_SITE AND OTHER PLANS 4.pdf,"['Existing RP','Proposed RP']",
REDBRIDGE_PP-11032617_SITE AND OTHER PLANS 5.pdf,"['Existing FRE','Existing RRE','Proposed FRE','Proposed RRE']",
REDBRIDGE_PP-11032617_SITE AND OTHER PLANS 6.pdf,"['Existing SDE','Proposed SDE']",
REDBRIDGE_PP-11032617_SITE AND OTHER PLANS 8.pdf,"['Existing Section','Proposed Section']",
REDBRIDGE_PP-11032617_SITE AND OTHER PLANS 9.pdf,"['Proposed RRE','Proposed SDE']",
REDBRIDGE_PP-11034974_AR1.5 Existing and Proposed Section S-01.pdf,"['Existing Section','Proposed Section']",
REDBRIDGE_PP-11039661_62 tryfan close prior approval plans.pdf,,
REDBRIDGE_PP-11045113v1_1416-345 5 Primrose Road.pdf,"['Existing FRE','Proposed FRE','Existing RRE','Proposed RRE','Existing Section','Existing SDE','Existing NE','Proposed SDE','Proposed NE','Proposed GFL','Existing GFL','Proposed 1FL','Existing 1FL','Existing SE','Proposed SE','Existing Loft','Existing RP','Proposed RP','Proposed 2FL','Proposed Section']",
REDBRIDGE_PP-11045113_1416-345 5 Primrose Road.pdf,"['Existing FRE','Proposed FRE','Existing RRE','Proposed RRE','Existing Section','Existing SDE','Existing NE','Proposed SDE','Proposed NE','Proposed GFL','Existing GFL','Proposed 1FL','Existing 1FL','Existing SE','Proposed SE','Existing Loft','Existing RP','Proposed RP','Proposed 2FL','Proposed Section']",
SALFORD_PP-11001278_PL01.pdf,"['Existing GFL','Existing 1FL','Existing SDE','Existing SEE','Existing FRE','Existing NWE','Existing RRE','Proposed GFL','Proposed 1FL','Proposed 2FL','Proposed SP','Proposed RRE','Proposed SDE','Proposed FRE','Proposed SEE','Proposed NWE']",
SALFORD_PP-11002753_5A TOOTAL RD DWG 1 (RevB).pdf,,
SALFORD_PP-11005489_Natalie Crawford final draft.pdf,"['Existing GFL','Existing 1FL','Existing SDE','Existing RRE','Existing FRE','Proposed GFL','Proposed 1FL','Proposed SDE','Proposed RRE','Proposed FRE']",
SALFORD_PP-11013079_07021_ proposed-011C.pdf,"['Proposed FRE','Proposed SDE','Proposed RRE','Proposed BaseP','Proposed GFL','Proposed 1FL']",
SALFORD_PP-11015053_JC_98_A1.2_PL1_PROPOSED PLANS AND ELEVATIONS.pdf,"['Proposed BP','Proposed GFL','Proposed 1FL','Proposed 2FL','Proposed RP','Proposed EE','Proposed NE','Proposed SE','Proposed WE']",
SALFORD_PP-11017648_MSCP - CAT A - Sheet - 02_000 - External Elevations.pdf,,
SALFORD_PP-11022345_Drawings Planning (A3) v1.pdf,,
SALFORD_PP-11026040_73 Drywood - Worsley - Two Storey Side Extensions - Existing.pdf,"['Existing NWE','Existing FRE','Existing SEE','Existing RRE','Existing NEE','Existing SWE','Existing GFL','Existing 1FL','Existing 2FL']",
SALFORD_PP-11026040_73 Drywood - Worsley - Two Storey Side Extensions - Phase 2 Plans and Elevations  - Planning.pdf,"['Proposed NWE','Proposed FRE','Proposed SEE','Proposed RRE','Proposed NEE','Proposed SDE','Proposed SWE','Proposed GFL','Proposed 1FL','Proposed 2FL']",
SALFORD_PP-11035404_RC1094-1.pdf,"['Existing GFL','Existing 1FL','Existing FRE','Existing SDE','Existing RRE','Existing SP']",
SALFORD_PP-11035404_RC1094-2.pdf,"['Proposed GFL','Proposed 1FL','Proposed RRE','Proposed FRE','Proposed SDE','Proposed SP']",
STALBANS_PP-10569584_J3937-D-01.pdf,,
STALBANS_PP-10569584_J3937-D-02C.pdf,,
STALBANS_PP-10569584_J3937-D-03C.pdf,,
STALBANS_PP-10569584_J3937-D-04A.pdf,,
STALBANS_PP-11002546_D068_A_101_P01 - AS EXISTING.pdf,"['Existing GFL','Existing 1FL','Existing RP','Existing EE','Existing SE','Existing WE','Existing NE','Existing FRE','Existing RRE']",
STALBANS_PP-11002546_D068_A_102_P01 - site plan as existing and proposed.pdf,"['Existing BP','Existing SP','Existing BP','Existing SP']",
STALBANS_PP-11002546_D068_A_103_P01 - AS PROPOSED.pdf,"['Proposed GFL','Proposed 1FL','Proposed 2FL','Proposed EE','Proposed SE','Proposed WE','Proposed NE','Proposed RP']",
STALBANS_PP-11005756_93 SHENLEY LANE.pdf,"['Existing SP','Existing FRE','Existing RRE','Existing SDE','Existing GFL','Existing 1FL','Proposed SP','Proposed GFL','Proposed 1FL']",
STALBANS_PP-11006017_1447-01.pdf,,
STALBANS_PP-11006017_1447-02.pdf,,
STALBANS_PP-11006777_DD 20 257.1 B - Floorplans and elevations - Childs.pdf,"['Existing NEE','Existing RRE','Existing SEE','Existing SWE','Existing SDE','Existing FRE','Existing NWE','Existing RP','Existing GFL','Existing 1FL','Proposed NEE','Proposed RRE','Proposed SEE','Proposed SDE','Proposed SWE','Proposed FRE','Proposed NWE','Proposed GFL','Proposed 1FL']",
STALBANS_PP-11008166_21 The Park St Albans AL1 4RU - 001.pdf,['Existing GFL'],
STALBANS_PP-11008166_21 The Park St Albans AL1 4RU - 002.pdf,['Existing 1FL'],
STALBANS_PP-11008166_21 The Park St Albans AL1 4RU - 003.pdf,"['Existing Section','Existing FRE','Existing SDE']",
STALBANS_PP-11008166_21 The Park St Albans AL1 4RU - 101 20220130.pdf,['Proposed GFL'],
STALBANS_PP-11008166_21 The Park St Albans AL1 4RU - 102 20220130.pdf,['Proposed 1FL'],
STALBANS_PP-11008166_21 The Park St Albans AL1 4RU - 103 20220130.pdf,['Proposed RP'],
STALBANS_PP-11008166_21 The Park St Albans AL1 4RU - 104 20220130.pdf,"['Proposed Section','Proposed SDE','Proposed FRE']",
STALBANS_PP-11008166_21 The Park St Albans AL1 4RU - 105 20220130.pdf,"['Existing FRE','Existing SDE','Existing Section']",
STALBANS_PP-11009226_2057AT_HH_REV0 - Existing and Proposed Drawings.pdf,"['Existing GFL','Existing Loft','Existing RP','Existing BP','Existing Section','Existing SDE','Existing FRE','Existing RRE']",
STALBANS_PP-11009414_5440-E01.pdf,"['Existing FRE','Existing SDE','Existing RRE','Existing GFL','Existing 1FL','Existing RP']",
STALBANS_PP-11009414_5440-P01-PLNG.pdf,"['Proposed FRE','Proposed SDE','Proposed RRE','Proposed GFL','Proposed 1FL','Proposed RP']",
STALBANS_PP-11009421_5440-E01.pdf,"['Existing FRE','Existing SDE','Existing RRE','Existing GFL','Existing 1FL','Existing RP']",
STALBANS_PP-11009421_5440-P02-PR.pdf,"['Proposed FRE','Proposed SDE','Proposed RRE','Proposed GFL','Proposed 1FL','Proposed RP']",
STALBANS_PP-11012385_5454-E01.pdf,"['Existing FRE','Existing SDE','Existing RRE','Existing GFL','Existing 1FL','Existing RP']",
STALBANS_PP-11012385_5454-P01C.pdf,"['Proposed FRE','Proposed SDE','Proposed RRE','Proposed GFL','Proposed 1FL','Proposed RP']",
STALBANS_PP-11015010_E101 Existing Elevations - 21 Boundary Road.pdf,"['Existing FRE','Existing SDE','Existing RRE']",
STALBANS_PP-11015010_P102.2 Proposed Elevation - 21 Boundary Road.pdf,"['Proposed FRE','Proposed SDE','Proposed RRE']",
STALBANS_PP-11015010_P103.2 Proposed 3D Views - 21 Boundary Road.pdf,,
STALBANS_PP-11016729_4SC-01_A.pdf,"['Existing GFL','Existing 1FL','Existing FRE','Existing RRE','Existing SDE']",
STALBANS_PP-11016729_4SC-02_A.pdf,"['Proposed GFL','Proposed 1FL','Proposed FRE','Proposed RRE','Proposed SDE']",
STALBANS_PP-11016847_EXIST Princess Diana Dr 46.pdf,,
STALBANS_PP-11016847_PROP B2 Princess Diana Dr 46 A3 100 PLAN ELEVS (A).pdf,,
STALBANS_PP-11016869_003 - Existing and proposed elevations.pdf,"['Existing FRE','Existing SDE','Existing RRE','Proposed FRE','Proposed SDE','Proposed RRE']",
STALBANS_PP-11020140_3 Mercers Row St Albans AL3 5RX - 001.pdf,"['Existing GFL','Existing 1FL','Existing RP']",
STALBANS_PP-11020140_3 Mercers Row St Albans AL3 5RX - 002.pdf,"['Existing SDE','Existing RRE','Existing FRE']",
STALBANS_PP-11020140_3 Mercers Row St Albans AL3 5RX - 501 20220205.pdf,"['Proposed GFL','Proposed 1FL','Proposed RP']",
STALBANS_PP-11020140_3 Mercers Row St Albans AL3 5RX - 502 20220205.pdf,"['Proposed SDE','Proposed RRE','Proposed FRE']",
STALBANS_PP-11022278_5473-E01.pdf,"['Existing FRE','Existing SDE','Existing RRE','Existing GFL','Existing 1FL','Existing RP']",
STALBANS_PP-11022278_5473-P01B.pdf,"['Proposed FRE','Proposed SDE','Proposed RRE','Proposed GFL','Proposed 1FL','Proposed RP']",
STALBANS_PP-11022283_5473-P02.pdf,"['Proposed FRE','Proposed SDE','Proposed RRE','Proposed GFL','Proposed 1FL','Proposed RP','Proposed Loft']",
STALBANS_PP-11023212_Garden Room with Golf Studio - Proposed plans and elevations (Drg 3).pdf,"['Proposed SDE','Proposed RRE','Proposed FRE']",
STALBANS_PP-11026768_001.pdf,,
STALBANS_PP-11026768_002 A.pdf,"['Proposed GFL','Proposed 1FL','Proposed 2FL','Proposed RRE','Proposed SDE','Proposed FRE']",
STALBANS_PP-11027903_P-1157_E-201 Existing Elevations.pdf,"['Existing FRE','Existing RRE','Existing SDE','Existing EE','Existing SE','Existing NE','Existing WE']",
STALBANS_PP-11027903_P-1157_G-211 Proposed Elevations.pdf,"['Proposed FRE','Proposed SDE','Proposed RRE','Proposed WE','Proposed EE','Proposed SE','Proposed NE']",
STALBANS_PP-11029997_P-1175_G-201 Existing Elevations.pdf,"['Existing FRE','Existing SDE','Existing RRE']",
STALBANS_PP-11029997_P-1175_G-211 Proposed Elevations.pdf,"['Proposed FRE','Proposed NWE','Proposed SDE','Proposed SWE','Proposed RRE','Proposed SEE']",
STALBANS_PP-11031473_Plan & Elevations.pdf,"['Proposed FRE','Proposed SDE','Proposed RRE']",
STALBANS_PP-11032575_Dan Sayers floor plan and elevations.pdf,,
STALBANS_PP-11033520_0577(00)01-09 Existing drawings.pdf,['Existing SP'],
STALBANS_PP-11033520_0577(03)00-12 Proposed Drawings_compressed.pdf,['Proposed SP'],
STALBANS_PP-11033520_0577(03)13-19 Comparison sheets.pdf,"['Proposed SP','Proposed FRE','Proposed RRE','Proposed NE','Proposed SE']",
STALBANS_PP-11035223_P-1152_G-201 Existing Elevations.pdf,"['Existing FRE','Existing RRE','Existing SWE','Existing NEE','Existing SDE','Existing NWE','Existing SEE']",
STALBANS_PP-11035223_P-1152_G-211 Proposed Elevations.pdf,"['Proposed FRE','Proposed SWE','Proposed RRE','Proposed NEE','Proposed SDE','Proposed NWE','Proposed SEE']",
STALBANS_PP-11035887_EXIST Barncroft Way 9 A2 100 PLAN ELEVS (1).pdf,,
STALBANS_PP-11035887_PROP G Barncroft Way 9 A2 100 PLAN ELEVS (A).pdf,,
STALBANS_PP-11037001_22 - 139 - 1 Existing and proposed floor plans.pdf,"['Existing GFL','Existing 1FL','Proposed GFL']",
STALBANS_PP-11037001_22 - 139 - 2 Existing and Proposed Elevatiuons.pdf,"['Existing RRE','Existing SDE','Proposed SDE','Existing FRE','Proposed FRE','Proposed SDE']",
STALBANS_PP-11037148_9FC-01_A.pdf,"['Existing GFL','Existing 1FL','Existing RP']",
STALBANS_PP-11037148_9FC-02_A.pdf,"['Existing FRE','Existing RRE','Existing SDE']",
STALBANS_PP-11037148_9FC-03_C.pdf,"['Proposed GFL','Proposed 1FL','Proposed FRE','Proposed SDE']",
STALBANS_PP-11040850_EL001A - Existing front and side elevations.pdf,"['Existing FRE','Existing SDE']",
STALBANS_PP-11040850_EL002A - Proposed front and side elevations.pdf,"['Proposed FRE','Proposed SDE']",
STALBANS_PP-11045692_102 Watford Road St Albans AL2 3JZ_FP_B.pdf,"['Existing BP','Proposed BP','Existing FRE','Existing RRE','Existing SDE','Proposed GFL','Proposed 1FL','Proposed FRE','Proposed RRE','Proposed SDE']",
